County,AD,ED,Name,Votes
New York,AD65,ED31,MICHAEL A. BLAKE,0
New York,AD65,ED31,DAWN L. SMALLS,0
New York,AD65,ED31,ERIC A. ULRICH,0
New York,AD65,ED31,YDANIS RODRIGUEZ,0
New York,AD65,ED31,DANIEL J. O'DONNELL,0
New York,AD65,ED31,RAFAEL L. ESPINAL JR.,0
New York,AD65,ED31,LATRICE M. WALKER,0
New York,AD65,ED31,JUMAANE D. WILLIAMS,0
New York,AD65,ED31,RON KIM,0
New York,AD65,ED31,BENJAMIN L. YEE,0
New York,AD65,ED31,A. MANNY ALICANDRO,0
New York,AD65,ED31,NOMIKI D. KONST,0
New York,AD65,ED31,DAVID EISENBACH,0
New York,AD65,ED31,JARED RICH,0
New York,AD65,ED31,ANTHONY TONY HERBERT,0
New York,AD65,ED31,HELAL A. SHEIKH,0
New York,AD65,ED31,WRITE-IN,0
New York,AD65,ED32,MELISSA MARK-VIVERITO,19
New York,AD65,ED32,MICHAEL A. BLAKE,9
New York,AD65,ED32,DAWN L. SMALLS,4
New York,AD65,ED32,ERIC A. ULRICH,8
New York,AD65,ED32,YDANIS RODRIGUEZ,1
New York,AD65,ED32,DANIEL J. O'DONNELL,0
New York,AD65,ED32,RAFAEL L. ESPINAL JR.,4
New York,AD65,ED32,LATRICE M. WALKER,0
New York,AD65,ED32,JUMAANE D. WILLIAMS,29
New York,AD65,ED32,RON KIM,20
New York,AD65,ED32,BENJAMIN L. YEE,75
New York,AD65,ED32,A. MANNY ALICANDRO,0
New York,AD65,ED32,NOMIKI D. KONST,4
New York,AD65,ED32,DAVID EISENBACH,2
New York,AD65,ED32,JARED RICH,0
New York,AD65,ED32,ANTHONY TONY HERBERT,1
New York,AD65,ED32,HELAL A. SHEIKH,0
New York,AD65,ED32,WRITE-IN,0
New York,AD65,ED33,MELISSA MARK-VIVERITO,5
New York,AD65,ED33,MICHAEL A. BLAKE,4
New York,AD65,ED33,DAWN L. SMALLS,2
New York,AD65,ED33,ERIC A. ULRICH,2
New York,AD65,ED33,YDANIS RODRIGUEZ,6
New York,AD65,ED33,DANIEL J. O'DONNELL,2
New York,AD65,ED33,RAFAEL L. ESPINAL JR.,0
New York,AD65,ED33,LATRICE M. WALKER,1
New York,AD65,ED33,JUMAANE D. WILLIAMS,12
New York,AD65,ED33,RON KIM,10
New York,AD65,ED33,BENJAMIN L. YEE,36
New York,AD65,ED33,A. MANNY ALICANDRO,0
New York,AD65,ED33,NOMIKI D. KONST,1
New York,AD65,ED33,DAVID EISENBACH,5
New York,AD65,ED33,JARED RICH,0
New York,AD65,ED33,ANTHONY TONY HERBERT,0
New York,AD65,ED33,HELAL A. SHEIKH,4
New York,AD65,ED33,WRITE-IN,0
New York,AD65,ED34,MELISSA MARK-VIVERITO,0
New York,AD65,ED34,MICHAEL A. BLAKE,0
New York,AD65,ED34,DAWN L. SMALLS,0
New York,AD65,ED34,ERIC A. ULRICH,0
New York,AD65,ED34,YDANIS RODRIGUEZ,0
New York,AD65,ED34,DANIEL J. O'DONNELL,0
New York,AD65,ED34,RAFAEL L. ESPINAL JR.,0
New York,AD65,ED34,LATRICE M. WALKER,0
New York,AD65,ED34,JUMAANE D. WILLIAMS,0
New York,AD65,ED34,RON KIM,0
New York,AD65,ED34,BENJAMIN L. YEE,0
New York,AD65,ED34,A. MANNY ALICANDRO,0
New York,AD65,ED34,NOMIKI D. KONST,0
New York,AD65,ED34,DAVID EISENBACH,0
New York,AD65,ED34,JARED RICH,0
New York,AD65,ED34,ANTHONY TONY HERBERT,0
New York,AD65,ED34,HELAL A. SHEIKH,0
New York,AD65,ED34,WRITE-IN,0
New York,AD65,ED35,MELISSA MARK-VIVERITO,15
New York,AD65,ED35,MICHAEL A. BLAKE,2
New York,AD65,ED35,DAWN L. SMALLS,2
New York,AD65,ED35,ERIC A. ULRICH,3
New York,AD65,ED35,YDANIS RODRIGUEZ,6
New York,AD65,ED35,DANIEL J. O'DONNELL,4
New York,AD65,ED35,RAFAEL L. ESPINAL JR.,0
New York,AD65,ED35,LATRICE M. WALKER,1
New York,AD65,ED35,JUMAANE D. WILLIAMS,9
New York,AD65,ED35,RON KIM,4
New York,AD65,ED35,BENJAMIN L. YEE,17
New York,AD65,ED35,A. MANNY ALICANDRO,1
New York,AD65,ED35,NOMIKI D. KONST,2
New York,AD65,ED35,DAVID EISENBACH,2
New York,AD65,ED35,JARED RICH,0
New York,AD65,ED35,ANTHONY TONY HERBERT,1
New York,AD65,ED35,HELAL A. SHEIKH,2
New York,AD65,ED35,WRITE-IN,1
New York,AD65,ED36,MELISSA MARK-VIVERITO,21
New York,AD65,ED36,MICHAEL A. BLAKE,9
New York,AD65,ED36,DAWN L. SMALLS,4
New York,AD65,ED36,ERIC A. ULRICH,11
New York,AD65,ED36,YDANIS RODRIGUEZ,8
New York,AD65,ED36,DANIEL J. O'DONNELL,1
New York,AD65,ED36,RAFAEL L. ESPINAL JR.,5
New York,AD65,ED36,LATRICE M. WALKER,0
New York,AD65,ED36,JUMAANE D. WILLIAMS,34
New York,AD65,ED36,RON KIM,21
New York,AD65,ED36,BENJAMIN L. YEE,27
New York,AD65,ED36,A. MANNY ALICANDRO,2
New York,AD65,ED36,NOMIKI D. KONST,4
New York,AD65,ED36,DAVID EISENBACH,3
New York,AD65,ED36,JARED RICH,0
New York,AD65,ED36,ANTHONY TONY HERBERT,0
New York,AD65,ED36,HELAL A. SHEIKH,0
New York,AD65,ED36,WRITE-IN,1
New York,AD65,ED37,MELISSA MARK-VIVERITO,7
New York,AD65,ED37,MICHAEL A. BLAKE,1
New York,AD65,ED37,DAWN L. SMALLS,0
New York,AD65,ED37,ERIC A. ULRICH,2
New York,AD65,ED37,YDANIS RODRIGUEZ,7
New York,AD65,ED37,DANIEL J. O'DONNELL,0
New York,AD65,ED37,RAFAEL L. ESPINAL JR.,3
New York,AD65,ED37,LATRICE M. WALKER,0
New York,AD65,ED37,JUMAANE D. WILLIAMS,14
New York,AD65,ED37,RON KIM,7
New York,AD65,ED37,BENJAMIN L. YEE,18
New York,AD65,ED37,A. MANNY ALICANDRO,1
New York,AD65,ED37,NOMIKI D. KONST,1
New York,AD65,ED37,DAVID EISENBACH,4
New York,AD65,ED37,JARED RICH,0
New York,AD65,ED37,ANTHONY TONY HERBERT,0
New York,AD65,ED37,HELAL A. SHEIKH,0
New York,AD65,ED37,WRITE-IN,0
New York,AD65,ED38,MELISSA MARK-VIVERITO,24
New York,AD65,ED38,MICHAEL A. BLAKE,12
New York,AD65,ED38,DAWN L. SMALLS,4
New York,AD65,ED38,ERIC A. ULRICH,6
New York,AD65,ED38,YDANIS RODRIGUEZ,9
New York,AD65,ED38,DANIEL J. O'DONNELL,4
New York,AD65,ED38,RAFAEL L. ESPINAL JR.,12
New York,AD65,ED38,LATRICE M. WALKER,1
New York,AD65,ED38,JUMAANE D. WILLIAMS,36
New York,AD65,ED38,RON KIM,4
New York,AD65,ED38,BENJAMIN L. YEE,18
New York,AD65,ED38,A. MANNY ALICANDRO,1
New York,AD65,ED38,NOMIKI D. KONST,4
New York,AD65,ED38,DAVID EISENBACH,5
New York,AD65,ED38,JARED RICH,1
New York,AD65,ED38,ANTHONY TONY HERBERT,1
New York,AD65,ED38,HELAL A. SHEIKH,1
New York,AD65,ED38,WRITE-IN,0
New York,AD65,ED39,MELISSA MARK-VIVERITO,0
New York,AD65,ED39,MICHAEL A. BLAKE,0
New York,AD65,ED39,DAWN L. SMALLS,0
New York,AD65,ED39,ERIC A. ULRICH,0
New York,AD65,ED39,YDANIS RODRIGUEZ,0
New York,AD65,ED39,DANIEL J. O'DONNELL,0
New York,AD65,ED39,RAFAEL L. ESPINAL JR.,0
New York,AD65,ED39,LATRICE M. WALKER,0
New York,AD65,ED39,JUMAANE D. WILLIAMS,0
New York,AD65,ED39,RON KIM,0
New York,AD65,ED39,BENJAMIN L. YEE,0
New York,AD65,ED39,A. MANNY ALICANDRO,0
New York,AD65,ED39,NOMIKI D. KONST,0
New York,AD65,ED39,DAVID EISENBACH,0
New York,AD65,ED39,JARED RICH,0
New York,AD65,ED39,ANTHONY TONY HERBERT,0
New York,AD65,ED39,HELAL A. SHEIKH,0
New York,AD65,ED39,WRITE-IN,0
New York,AD65,ED40,MELISSA MARK-VIVERITO,18
New York,AD65,ED40,MICHAEL A. BLAKE,4
New York,AD65,ED40,DAWN L. SMALLS,5
New York,AD65,ED40,ERIC A. ULRICH,4
New York,AD65,ED40,YDANIS RODRIGUEZ,11
New York,AD65,ED40,DANIEL J. O'DONNELL,4
New York,AD65,ED40,RAFAEL L. ESPINAL JR.,12
New York,AD65,ED40,LATRICE M. WALKER,0
New York,AD65,ED40,JUMAANE D. WILLIAMS,37
New York,AD65,ED40,RON KIM,13
New York,AD65,ED40,BENJAMIN L. YEE,30
New York,AD65,ED40,A. MANNY ALICANDRO,2
New York,AD65,ED40,NOMIKI D. KONST,3
New York,AD65,ED40,DAVID EISENBACH,5
New York,AD65,ED40,JARED RICH,0
New York,AD65,ED40,ANTHONY TONY HERBERT,0
New York,AD65,ED40,HELAL A. SHEIKH,0
New York,AD65,ED40,WRITE-IN,0
New York,AD65,ED41,MELISSA MARK-VIVERITO,0
New York,AD65,ED41,MICHAEL A. BLAKE,0
New York,AD65,ED41,DAWN L. SMALLS,0
New York,AD65,ED41,ERIC A. ULRICH,0
New York,AD65,ED41,YDANIS RODRIGUEZ,0
New York,AD65,ED41,DANIEL J. O'DONNELL,0
New York,AD65,ED41,RAFAEL L. ESPINAL JR.,0
New York,AD65,ED41,LATRICE M. WALKER,0
New York,AD65,ED41,JUMAANE D. WILLIAMS,0
New York,AD65,ED41,RON KIM,0
New York,AD65,ED41,BENJAMIN L. YEE,0
New York,AD65,ED41,A. MANNY ALICANDRO,0
New York,AD65,ED41,NOMIKI D. KONST,0
New York,AD65,ED41,DAVID EISENBACH,0
New York,AD65,ED41,JARED RICH,0
New York,AD65,ED41,ANTHONY TONY HERBERT,0
New York,AD65,ED41,HELAL A. SHEIKH,0
New York,AD65,ED41,WRITE-IN,0
New York,AD65,ED42,MELISSA MARK-VIVERITO,0
New York,AD65,ED42,MICHAEL A. BLAKE,0
New York,AD65,ED42,DAWN L. SMALLS,0
New York,AD65,ED42,ERIC A. ULRICH,0
New York,AD65,ED42,YDANIS RODRIGUEZ,0
New York,AD65,ED42,DANIEL J. O'DONNELL,0
New York,AD65,ED42,RAFAEL L. ESPINAL JR.,0
New York,AD65,ED42,LATRICE M. WALKER,0
New York,AD65,ED42,JUMAANE D. WILLIAMS,0
New York,AD65,ED42,RON KIM,0
New York,AD65,ED42,BENJAMIN L. YEE,0
New York,AD65,ED42,A. MANNY ALICANDRO,0
New York,AD65,ED42,NOMIKI D. KONST,0
New York,AD65,ED42,DAVID EISENBACH,0
New York,AD65,ED42,JARED RICH,0
New York,AD65,ED42,ANTHONY TONY HERBERT,0
New York,AD65,ED42,HELAL A. SHEIKH,0
New York,AD65,ED42,WRITE-IN,0
New York,AD65,ED43,MELISSA MARK-VIVERITO,24
New York,AD65,ED43,MICHAEL A. BLAKE,3
New York,AD65,ED43,DAWN L. SMALLS,0
New York,AD65,ED43,ERIC A. ULRICH,5
New York,AD65,ED43,YDANIS RODRIGUEZ,12
New York,AD65,ED43,DANIEL J. O'DONNELL,1
New York,AD65,ED43,RAFAEL L. ESPINAL JR.,5
New York,AD65,ED43,LATRICE M. WALKER,1
New York,AD65,ED43,JUMAANE D. WILLIAMS,23
New York,AD65,ED43,RON KIM,9
New York,AD65,ED43,BENJAMIN L. YEE,26
New York,AD65,ED43,A. MANNY ALICANDRO,0
New York,AD65,ED43,NOMIKI D. KONST,3
New York,AD65,ED43,DAVID EISENBACH,1
New York,AD65,ED43,JARED RICH,0
New York,AD65,ED43,ANTHONY TONY HERBERT,2
New York,AD65,ED43,HELAL A. SHEIKH,1
New York,AD65,ED43,WRITE-IN,0
New York,AD65,ED44,MELISSA MARK-VIVERITO,30
New York,AD65,ED44,MICHAEL A. BLAKE,4
New York,AD65,ED44,DAWN L. SMALLS,13
New York,AD65,ED44,ERIC A. ULRICH,52
New York,AD65,ED44,YDANIS RODRIGUEZ,10
New York,AD65,ED44,DANIEL J. O'DONNELL,3
New York,AD65,ED44,RAFAEL L. ESPINAL JR.,5
New York,AD65,ED44,LATRICE M. WALKER,1
New York,AD65,ED44,JUMAANE D. WILLIAMS,49
New York,AD65,ED44,RON KIM,6
New York,AD65,ED44,BENJAMIN L. YEE,30
New York,AD65,ED44,A. MANNY ALICANDRO,1
New York,AD65,ED44,NOMIKI D. KONST,4
New York,AD65,ED44,DAVID EISENBACH,17
New York,AD65,ED44,JARED RICH,0
New York,AD65,ED44,ANTHONY TONY HERBERT,0
New York,AD65,ED44,HELAL A. SHEIKH,2
New York,AD65,ED44,WRITE-IN,2
New York,AD65,ED45,MELISSA MARK-VIVERITO,25
New York,AD65,ED45,MICHAEL A. BLAKE,13
New York,AD65,ED45,DAWN L. SMALLS,14
New York,AD65,ED45,ERIC A. ULRICH,55
New York,AD65,ED45,YDANIS RODRIGUEZ,4
New York,AD65,ED45,DANIEL J. O'DONNELL,4
New York,AD65,ED45,RAFAEL L. ESPINAL JR.,6
New York,AD65,ED45,LATRICE M. WALKER,3
New York,AD65,ED45,JUMAANE D. WILLIAMS,46
New York,AD65,ED45,RON KIM,3
New York,AD65,ED45,BENJAMIN L. YEE,62
New York,AD65,ED45,A. MANNY ALICANDRO,3
New York,AD65,ED45,NOMIKI D. KONST,2
New York,AD65,ED45,DAVID EISENBACH,11
New York,AD65,ED45,JARED RICH,0
New York,AD65,ED45,ANTHONY TONY HERBERT,0
New York,AD65,ED45,HELAL A. SHEIKH,1
New York,AD65,ED45,WRITE-IN,0
New York,AD65,ED46,MELISSA MARK-VIVERITO,17
New York,AD65,ED46,MICHAEL A. BLAKE,8
New York,AD65,ED46,DAWN L. SMALLS,2
New York,AD65,ED46,ERIC A. ULRICH,53
New York,AD65,ED46,YDANIS RODRIGUEZ,4
New York,AD65,ED46,DANIEL J. O'DONNELL,5
New York,AD65,ED46,RAFAEL L. ESPINAL JR.,5
New York,AD65,ED46,LATRICE M. WALKER,0
New York,AD65,ED46,JUMAANE D. WILLIAMS,54
New York,AD65,ED46,RON KIM,4
New York,AD65,ED46,BENJAMIN L. YEE,26
New York,AD65,ED46,A. MANNY ALICANDRO,1
New York,AD65,ED46,NOMIKI D. KONST,1
New York,AD65,ED46,DAVID EISENBACH,10
New York,AD65,ED46,JARED RICH,0
New York,AD65,ED46,ANTHONY TONY HERBERT,0
New York,AD65,ED46,HELAL A. SHEIKH,0
New York,AD65,ED46,WRITE-IN,0
New York,AD65,ED47,MELISSA MARK-VIVERITO,20
New York,AD65,ED47,MICHAEL A. BLAKE,5
New York,AD65,ED47,DAWN L. SMALLS,5
New York,AD65,ED47,ERIC A. ULRICH,41
New York,AD65,ED47,YDANIS RODRIGUEZ,4
New York,AD65,ED47,DANIEL J. O'DONNELL,8
New York,AD65,ED47,RAFAEL L. ESPINAL JR.,10
New York,AD65,ED47,LATRICE M. WALKER,0
New York,AD65,ED47,JUMAANE D. WILLIAMS,40
New York,AD65,ED47,RON KIM,1
New York,AD65,ED47,BENJAMIN L. YEE,13
New York,AD65,ED47,A. MANNY ALICANDRO,2
New York,AD65,ED47,NOMIKI D. KONST,3
New York,AD65,ED47,DAVID EISENBACH,18
New York,AD65,ED47,JARED RICH,1
New York,AD65,ED47,ANTHONY TONY HERBERT,1
New York,AD65,ED47,HELAL A. SHEIKH,2
New York,AD65,ED47,WRITE-IN,0
New York,AD65,ED48,MELISSA MARK-VIVERITO,26
New York,AD65,ED48,MICHAEL A. BLAKE,12
New York,AD65,ED48,DAWN L. SMALLS,19
New York,AD65,ED48,ERIC A. ULRICH,89
New York,AD65,ED48,YDANIS RODRIGUEZ,3
New York,AD65,ED48,DANIEL J. O'DONNELL,7
New York,AD65,ED48,RAFAEL L. ESPINAL JR.,11
New York,AD65,ED48,LATRICE M. WALKER,1
New York,AD65,ED48,JUMAANE D. WILLIAMS,91
New York,AD65,ED48,RON KIM,6
New York,AD65,ED48,BENJAMIN L. YEE,27
New York,AD65,ED48,A. MANNY ALICANDRO,1
New York,AD65,ED48,NOMIKI D. KONST,7
New York,AD65,ED48,DAVID EISENBACH,21
New York,AD65,ED48,JARED RICH,3
New York,AD65,ED48,ANTHONY TONY HERBERT,1
New York,AD65,ED48,HELAL A. SHEIKH,0
New York,AD65,ED48,WRITE-IN,1
New York,AD65,ED49,MELISSA MARK-VIVERITO,35
New York,AD65,ED49,MICHAEL A. BLAKE,19
New York,AD65,ED49,DAWN L. SMALLS,5
New York,AD65,ED49,ERIC A. ULRICH,10
New York,AD65,ED49,YDANIS RODRIGUEZ,15
New York,AD65,ED49,DANIEL J. O'DONNELL,1
New York,AD65,ED49,RAFAEL L. ESPINAL JR.,6
New York,AD65,ED49,LATRICE M. WALKER,2
New York,AD65,ED49,JUMAANE D. WILLIAMS,56
New York,AD65,ED49,RON KIM,6
New York,AD65,ED49,BENJAMIN L. YEE,17
New York,AD65,ED49,A. MANNY ALICANDRO,0
New York,AD65,ED49,NOMIKI D. KONST,4
New York,AD65,ED49,DAVID EISENBACH,8
New York,AD65,ED49,JARED RICH,0
New York,AD65,ED49,ANTHONY TONY HERBERT,0
New York,AD65,ED49,HELAL A. SHEIKH,1
New York,AD65,ED49,WRITE-IN,0
New York,AD65,ED50,MELISSA MARK-VIVERITO,0
New York,AD65,ED50,MICHAEL A. BLAKE,0
New York,AD65,ED50,DAWN L. SMALLS,0
New York,AD65,ED50,ERIC A. ULRICH,0
New York,AD65,ED50,YDANIS RODRIGUEZ,0
New York,AD65,ED50,DANIEL J. O'DONNELL,0
New York,AD65,ED50,RAFAEL L. ESPINAL JR.,0
New York,AD65,ED50,LATRICE M. WALKER,0
New York,AD65,ED50,JUMAANE D. WILLIAMS,0
New York,AD65,ED50,RON KIM,0
New York,AD65,ED50,BENJAMIN L. YEE,0
New York,AD65,ED50,A. MANNY ALICANDRO,0
New York,AD65,ED50,NOMIKI D. KONST,0
New York,AD65,ED50,DAVID EISENBACH,0
New York,AD65,ED50,JARED RICH,0
New York,AD65,ED50,ANTHONY TONY HERBERT,0
New York,AD65,ED50,HELAL A. SHEIKH,0
New York,AD65,ED50,WRITE-IN,0
New York,AD65,ED51,MELISSA MARK-VIVERITO,0
New York,AD65,ED51,MICHAEL A. BLAKE,0
New York,AD65,ED51,DAWN L. SMALLS,0
New York,AD65,ED51,ERIC A. ULRICH,0
New York,AD65,ED51,YDANIS RODRIGUEZ,0
New York,AD65,ED51,DANIEL J. O'DONNELL,0
New York,AD65,ED51,RAFAEL L. ESPINAL JR.,0
New York,AD65,ED51,LATRICE M. WALKER,0
New York,AD65,ED51,JUMAANE D. WILLIAMS,0
New York,AD65,ED51,RON KIM,0
New York,AD65,ED51,BENJAMIN L. YEE,0
New York,AD65,ED51,A. MANNY ALICANDRO,0
New York,AD65,ED51,NOMIKI D. KONST,0
New York,AD65,ED51,DAVID EISENBACH,0
New York,AD65,ED51,JARED RICH,0
New York,AD65,ED51,ANTHONY TONY HERBERT,0
New York,AD65,ED51,HELAL A. SHEIKH,0
New York,AD65,ED51,WRITE-IN,0
New York,AD65,ED52,MELISSA MARK-VIVERITO,17
New York,AD65,ED52,MICHAEL A. BLAKE,7
New York,AD65,ED52,DAWN L. SMALLS,6
New York,AD65,ED52,ERIC A. ULRICH,48
New York,AD65,ED52,YDANIS RODRIGUEZ,0
New York,AD65,ED52,DANIEL J. O'DONNELL,4
New York,AD65,ED52,RAFAEL L. ESPINAL JR.,4
New York,AD65,ED52,LATRICE M. WALKER,1
New York,AD65,ED52,JUMAANE D. WILLIAMS,50
New York,AD65,ED52,RON KIM,8
New York,AD65,ED52,BENJAMIN L. YEE,18
New York,AD65,ED52,A. MANNY ALICANDRO,0
New York,AD65,ED52,NOMIKI D. KONST,5
New York,AD65,ED52,DAVID EISENBACH,12
New York,AD65,ED52,JARED RICH,0
New York,AD65,ED52,ANTHONY TONY HERBERT,0
New York,AD65,ED52,HELAL A. SHEIKH,0
New York,AD65,ED52,WRITE-IN,1
New York,AD65,ED53,MELISSA MARK-VIVERITO,24
New York,AD65,ED53,MICHAEL A. BLAKE,4
New York,AD65,ED53,DAWN L. SMALLS,9
New York,AD65,ED53,ERIC A. ULRICH,30
New York,AD65,ED53,YDANIS RODRIGUEZ,2
New York,AD65,ED53,DANIEL J. O'DONNELL,3
New York,AD65,ED53,RAFAEL L. ESPINAL JR.,5
New York,AD65,ED53,LATRICE M. WALKER,0
New York,AD65,ED53,JUMAANE D. WILLIAMS,66
New York,AD65,ED53,RON KIM,7
New York,AD65,ED53,BENJAMIN L. YEE,17
New York,AD65,ED53,A. MANNY ALICANDRO,0
New York,AD65,ED53,NOMIKI D. KONST,4
New York,AD65,ED53,DAVID EISENBACH,5
New York,AD65,ED53,JARED RICH,0
New York,AD65,ED53,ANTHONY TONY HERBERT,2
New York,AD65,ED53,HELAL A. SHEIKH,0
New York,AD65,ED53,WRITE-IN,1
New York,AD65,ED54,MELISSA MARK-VIVERITO,21
New York,AD65,ED54,MICHAEL A. BLAKE,4
New York,AD65,ED54,DAWN L. SMALLS,2
New York,AD65,ED54,ERIC A. ULRICH,26
New York,AD65,ED54,YDANIS RODRIGUEZ,3
New York,AD65,ED54,DANIEL J. O'DONNELL,5
New York,AD65,ED54,RAFAEL L. ESPINAL JR.,6
New York,AD65,ED54,LATRICE M. WALKER,0
New York,AD65,ED54,JUMAANE D. WILLIAMS,37
New York,AD65,ED54,RON KIM,4
New York,AD65,ED54,BENJAMIN L. YEE,18
New York,AD65,ED54,A. MANNY ALICANDRO,2
New York,AD65,ED54,NOMIKI D. KONST,5
New York,AD65,ED54,DAVID EISENBACH,7
New York,AD65,ED54,JARED RICH,1
New York,AD65,ED54,ANTHONY TONY HERBERT,0
New York,AD65,ED54,HELAL A. SHEIKH,0
New York,AD65,ED54,WRITE-IN,2
New York,AD65,ED55,MELISSA MARK-VIVERITO,27
New York,AD65,ED55,MICHAEL A. BLAKE,8
New York,AD65,ED55,DAWN L. SMALLS,7
New York,AD65,ED55,ERIC A. ULRICH,31
New York,AD65,ED55,YDANIS RODRIGUEZ,10
New York,AD65,ED55,DANIEL J. O'DONNELL,2
New York,AD65,ED55,RAFAEL L. ESPINAL JR.,9
New York,AD65,ED55,LATRICE M. WALKER,0
New York,AD65,ED55,JUMAANE D. WILLIAMS,64
New York,AD65,ED55,RON KIM,14
New York,AD65,ED55,BENJAMIN L. YEE,40
New York,AD65,ED55,A. MANNY ALICANDRO,0
New York,AD65,ED55,NOMIKI D. KONST,6
New York,AD65,ED55,DAVID EISENBACH,12
New York,AD65,ED55,JARED RICH,0
New York,AD65,ED55,ANTHONY TONY HERBERT,1
New York,AD65,ED55,HELAL A. SHEIKH,0
New York,AD65,ED55,WRITE-IN,0
New York,AD65,ED56,MELISSA MARK-VIVERITO,10
New York,AD65,ED56,MICHAEL A. BLAKE,5
New York,AD65,ED56,DAWN L. SMALLS,1
New York,AD65,ED56,ERIC A. ULRICH,5
New York,AD65,ED56,YDANIS RODRIGUEZ,11
New York,AD65,ED56,DANIEL J. O'DONNELL,1
New York,AD65,ED56,RAFAEL L. ESPINAL JR.,4
New York,AD65,ED56,LATRICE M. WALKER,0
New York,AD65,ED56,JUMAANE D. WILLIAMS,21
New York,AD65,ED56,RON KIM,9
New York,AD65,ED56,BENJAMIN L. YEE,13
New York,AD65,ED56,A. MANNY ALICANDRO,3
New York,AD65,ED56,NOMIKI D. KONST,2
New York,AD65,ED56,DAVID EISENBACH,3
New York,AD65,ED56,JARED RICH,0
New York,AD65,ED56,ANTHONY TONY HERBERT,0
New York,AD65,ED56,HELAL A. SHEIKH,0
New York,AD65,ED56,WRITE-IN,0
New York,AD65,ED57,MELISSA MARK-VIVERITO,0
New York,AD65,ED57,MICHAEL A. BLAKE,0
New York,AD65,ED57,DAWN L. SMALLS,0
New York,AD65,ED57,ERIC A. ULRICH,0
New York,AD65,ED57,YDANIS RODRIGUEZ,0
New York,AD65,ED57,DANIEL J. O'DONNELL,0
New York,AD65,ED57,RAFAEL L. ESPINAL JR.,0
New York,AD65,ED57,LATRICE M. WALKER,0
New York,AD65,ED57,JUMAANE D. WILLIAMS,0
New York,AD65,ED57,RON KIM,0
New York,AD65,ED57,BENJAMIN L. YEE,0
New York,AD65,ED57,A. MANNY ALICANDRO,0
New York,AD65,ED57,NOMIKI D. KONST,0
New York,AD65,ED57,DAVID EISENBACH,0
New York,AD65,ED57,JARED RICH,0
New York,AD65,ED57,ANTHONY TONY HERBERT,0
New York,AD65,ED57,HELAL A. SHEIKH,0
New York,AD65,ED57,WRITE-IN,0
New York,AD65,ED58,MELISSA MARK-VIVERITO,8
New York,AD65,ED58,MICHAEL A. BLAKE,1
New York,AD65,ED58,DAWN L. SMALLS,5
New York,AD65,ED58,ERIC A. ULRICH,6
New York,AD65,ED58,YDANIS RODRIGUEZ,1
New York,AD65,ED58,DANIEL J. O'DONNELL,0
New York,AD65,ED58,RAFAEL L. ESPINAL JR.,10
New York,AD65,ED58,LATRICE M. WALKER,2
New York,AD65,ED58,JUMAANE D. WILLIAMS,22
New York,AD65,ED58,RON KIM,21
New York,AD65,ED58,BENJAMIN L. YEE,48
New York,AD65,ED58,A. MANNY ALICANDRO,1
New York,AD65,ED58,NOMIKI D. KONST,6
New York,AD65,ED58,DAVID EISENBACH,4
New York,AD65,ED58,JARED RICH,0
New York,AD65,ED58,ANTHONY TONY HERBERT,1
New York,AD65,ED58,HELAL A. SHEIKH,0
New York,AD65,ED58,WRITE-IN,0
New York,AD65,ED59,MELISSA MARK-VIVERITO,7
New York,AD65,ED59,MICHAEL A. BLAKE,3
New York,AD65,ED59,DAWN L. SMALLS,4
New York,AD65,ED59,ERIC A. ULRICH,3
New York,AD65,ED59,YDANIS RODRIGUEZ,0
New York,AD65,ED59,DANIEL J. O'DONNELL,1
New York,AD65,ED59,RAFAEL L. ESPINAL JR.,5
New York,AD65,ED59,LATRICE M. WALKER,0
New York,AD65,ED59,JUMAANE D. WILLIAMS,20
New York,AD65,ED59,RON KIM,11
New York,AD65,ED59,BENJAMIN L. YEE,25
New York,AD65,ED59,A. MANNY ALICANDRO,0
New York,AD65,ED59,NOMIKI D. KONST,3
New York,AD65,ED59,DAVID EISENBACH,1
New York,AD65,ED59,JARED RICH,0
New York,AD65,ED59,ANTHONY TONY HERBERT,0
New York,AD65,ED59,HELAL A. SHEIKH,0
New York,AD65,ED59,WRITE-IN,0
New York,AD65,ED60,MELISSA MARK-VIVERITO,0
New York,AD65,ED60,MICHAEL A. BLAKE,0
New York,AD65,ED60,DAWN L. SMALLS,0
New York,AD65,ED60,ERIC A. ULRICH,0
New York,AD65,ED60,YDANIS RODRIGUEZ,0
New York,AD65,ED60,DANIEL J. O'DONNELL,0
New York,AD65,ED60,RAFAEL L. ESPINAL JR.,0
New York,AD65,ED60,LATRICE M. WALKER,0
New York,AD65,ED60,JUMAANE D. WILLIAMS,0
New York,AD65,ED60,RON KIM,0
New York,AD65,ED60,BENJAMIN L. YEE,0
New York,AD65,ED60,A. MANNY ALICANDRO,0
New York,AD65,ED60,NOMIKI D. KONST,0
New York,AD65,ED60,DAVID EISENBACH,0
New York,AD65,ED60,JARED RICH,0
New York,AD65,ED60,ANTHONY TONY HERBERT,0
New York,AD65,ED60,HELAL A. SHEIKH,0
New York,AD65,ED60,WRITE-IN,0
New York,AD65,ED61,MELISSA MARK-VIVERITO,9
New York,AD65,ED61,MICHAEL A. BLAKE,1
New York,AD65,ED61,DAWN L. SMALLS,0
New York,AD65,ED61,ERIC A. ULRICH,7
